len;duration
64;182467245
64;186511067
64;182829631
64;182926066
64;182168457
64;182388835
64;182219279
64;182045125
64;182121866
64;182263346
128;182798584
128;183865113
128;182860149
128;182017904
128;182174968
128;181975953
128;182353353
128;182512207
128;186301758
128;182325562
256;187683309
256;182041423
256;182418213
256;186251465
256;182256347
256;182055217
256;182475342
256;182101726
256;182014323
256;182052490
512;182662964
512;182120036
512;182046062
512;182111735
512;182133138
512;182269002
512;182279541
512;182449219
512;182089804
512;185894938
1024;186952433
1024;182216797
1024;181952922
1024;182521444
1024;182064778
1024;186190552
1024;182543335
1024;182502604
1024;182133260
1024;181937663
2048;183921020
2048;185315145
2048;182225057
2048;182615682
2048;182224650
2048;182369833
2048;182127441
2048;182626627
2048;182371785
2048;182220703
2560;188304891
2560;182167725
2560;182530599
2560;182427693
2560;182200561
2560;182473511
2560;182170166
2560;182022950
2560;186075521
2560;182534953
3072;182717733
3072;182277750
3072;182035319
3072;186199341
3072;182324097
3072;182375204
3072;182052042
3072;182187948
3072;182862630
3072;182220825
4096;188435303
4096;182593953
4096;182574747
4096;182781657
4096;182919230
4096;184394612
4096;182581584
4096;183177572
4096;182553752
4096;182519247
6144;294290527
6144;289618165
6144;289352865
6144;292809774
6144;289767660
6144;289953817
6144;288740153
6144;289182496
6144;288587484
6144;288695394
8192;365078288
8192;326294800
8192;325984091
8192;330946452
8192;327535971
8192;326861247
8192;326541830
8192;326055787
8192;327196005
8192;331658244
10240;396474650
10240;401833212
10240;355465698
10240;356057942
10240;365939697
10240;355680583
10240;354600871
10240;358425456
10240;356483561
10240;354784302
12288;448142985
12288;369880086
12288;487818970
12288;369766520
12288;396030477
12288;373223226
12288;369833293
12288;370739869
12288;398779256
12288;369422689
16384;667639119
16384;613135092
16384;732741171
16384;632095663
16384;662219768
16384;602910767
16384;668112101
16384;749257284
16384;681461548
16384;609429321
24576;1093221070
24576;1129527100
24576;1073294963
24576;1066055990
24576;1080073894
24576;1098923299
24576;1068799561
24576;1124187745
24576;1111145427
24576;1060375896
32768;1441382447
32768;1451295370
32768;1448144044
32768;1442421794
32768;1457056356
32768;1444886557
32768;1446170452
32768;1441597332
32768;1449173666
32768;1441422201
49152;1924766684
49152;1921223716
49152;1922063599
49152;1926460247
49152;1932427939
49152;1921494468
49152;1948536011
49152;1921489055
49152;1923172975
49152;1926668376
65536;2250503989
65536;2246524089
65536;2243728680
65536;2242519573
65536;2246530600
65536;2246222087
65536;2248184205
65536;2246097251
65536;2245079184
65536;2245375733
98304;2444344280
98304;2437141195
98304;2442802206
98304;2437907390
98304;2438420574
98304;2440659547
98304;2434537192
98304;2470505250
98304;2436697308
98304;2439886150
131072;2532153444
131072;2525431479
131072;2525389039
131072;2531078736
131072;2529203574
131072;2526025229
131072;2528838421
131072;2535880209
131072;2525835572
131072;2527258424
196608;2633563356
196608;2626769655
196608;2621987469
196608;2633948894
196608;2634323407
196608;2721155601
196608;2627375042
196608;2625269817
196608;2639690513
196608;2774395265
262144;3114303265
262144;2949299562
262144;3301596599
262144;3109805950
262144;3362663902
262144;3159733522
262144;2999864666
262144;3004579225
262144;3105809125
262144;2837538657
524288;4883999107
524288;4829891360
524288;4789360110
524288;4697315798
524288;4773246991
524288;4669792279
524288;4488636029
524288;4497185997
524288;4451854210
524288;4560146935
786432;9165479862
786432;9123223800
786432;7409095748
786432;7449640059
786432;7407124515
786432;7370446821
786432;7330840376
786432;7234603844
786432;6422504276
786432;6696239912
1048576;12716815721
1048576;10400071660
1048576;9893624923
1048576;9758066166
1048576;10062215093
1048576;9214678512
1048576;8575835698
1048576;8866037277
1048576;11221881109
1048576;11878452358
1572864;16159959521
1572864;14977339037
1572864;15144419075
1572864;14518176399
1572864;14228301358
1572864;17416218921
1572864;15887100187
1572864;17046450326
1572864;15994391773
1572864;14938873542
2097152;17775865650
2097152;17683338550
2097152;19094419199
2097152;18750025318
2097152;20310046519
2097152;18901503508
2097152;17526854867
2097152;16929915495
2097152;18433789437
2097152;18129109832
4194304;21696869396
4194304;23135841360
4194304;22948534476
4194304;22483316783
4194304;22548684582
4194304;20980164886
4194304;21166058726
4194304;21186358124
4194304;21591088633
4194304;21327525075
8388608;24526067883
8388608;24865153657
8388608;24643591890
8388608;24138639294
8388608;23993515108
8388608;23647318696
8388608;23523566621
8388608;23275346610
8388608;23395025809
8388608;23423831880
16777216;27002174859
16777216;26995621839
16777216;26575714206
16777216;26337851575
16777216;26264267916
16777216;25557519055
16777216;25732786226
16777216;25056580375
16777216;25060689587
16777216;23863916800
33554432;29395832045
33554432;29151325535
33554432;29128733372
33554432;28473539564
33554432;27669766533
33554432;27422643446
33554432;29253334487
33554432;31543478408
33554432;31269661392
33554432;30521490575
